theta_cp,FK,FKS,CLU
0.0,0.8689643791115976,0.057976910870500484,0.0291966315381
0.0025,0.8686210385210815,0.05884400008858372,0.0296757581967
0.005,0.8682474227086792,0.06013284524011201,0.0301824572307
0.0075000000000000015,0.867882625013595,0.061674798800695464,0.0306880986533
0.01,0.8674329061355535,0.06273157982314921,0.0312279436697
0.0125,0.8670386880610081,0.0638835971750222,0.031764351971
0.015000000000000003,0.8666256926171592,0.06521600408546062,0.0323180052569
0.0175,0.8661861531763133,0.06659700127616276,0.0328846201372
0.02,0.8656985712669826,0.06808004389580674,0.0334751347489
0.0225,0.8651601578461463,0.0695856292509532,0.0341215786357
0.025,0.864567335462459,0.07049693134072509,0.0346516834147
0.027500000000000004,0.8638840882794814,0.0712869454551445,0.0352808574337
0.030000000000000006,0.8631619618027552,0.07217434587794824,0.0358411658494
0.0325,0.8625093613626553,0.07342115396389773,0.0365051585351
0.035,0.8617440568266455,0.07418413872812543,0.0370979252059
0.0375,0.8609915028534367,0.07541511147000736,0.0377405807351
0.04,0.8601273576941528,0.07599984916434478,0.0383076589961
0.0425,0.8593024617260209,0.07666300262469145,0.0389431424186
0.045,0.8584342065863091,0.07735787598296259,0.0395126087781
0.0475,0.8576584906030803,0.07850469280624323,0.0400560167897
0.05,0.8567838376925792,0.0790465210277703,0.0405685688343
