theta_st,theta_cp,theta_it,FK,FKS,CLU
0.0875,0.0125,0.0125,0.844204966262,0.0620726571485,0.0293478873613
0.0875,0.0125,0.013281250000000001,0.843570223095,0.0649258103588,0.0289897806755
0.0875,0.0125,0.0140625,0.842767234751,0.0673691944851,0.0285561024167
0.0875,0.0125,0.01484375,0.841895418834,0.0710426360044,0.0280926075828
0.0875,0.0125,0.015625,0.840794177677,0.0746823456568,0.0275301531945
0.0875,0.01875,0.0125,0.841673641101,0.0651080958838,0.0303666057676
0.0875,0.01875,0.013281250000000001,0.841046545442,0.0687142446248,0.0301361026226
0.0875,0.01875,0.0140625,0.84008295943,0.0722590083317,0.0296196256202
0.0875,0.01875,0.01484375,0.83895112824,0.076837078995,0.0292020127204
0.0875,0.01875,0.015625,0.837375741584,0.0799225865933,0.0287366095708
0.0875,0.025,0.0125,0.838438745202,0.0682334338048,0.0316968720043
0.0875,0.025,0.013281250000000001,0.83766634689,0.0741540099433,0.0313596428317
0.0875,0.025,0.0140625,0.836565105732,0.0785287076087,0.0307713560122
0.0875,0.025,0.01484375,0.835502102115,0.0824758211231,0.0303295319524
0.0875,0.025,0.015625,0.833880830411,0.087828746221,0.0299875045169
0.0875,0.03125,0.0125,0.835242086842,0.074794579787,0.033019718679
0.0875,0.03125,0.013281250000000001,0.834324385877,0.0795295503849,0.0326699035594
0.0875,0.03125,0.0140625,0.832993719479,0.083218667713,0.0321346867264
0.0875,0.03125,0.01484375,0.831127727518,0.0870214085171,0.0315716518598
0.0875,0.03125,0.015625,0.829758823579,0.0900393535385,0.0314233926852
0.0875,0.0375,0.0125,0.83232838628,0.0813553893098,0.03408010414
0.0875,0.0375,0.013281250000000001,0.830936539817,0.0844439852371,0.0334539819031
0.0875,0.0375,0.0140625,0.828932892711,0.0874950202453,0.0330291096766
0.0875,0.0375,0.01484375,0.827265735959,0.0892931059087,0.0326825241211
0.0875,0.0375,0.015625,0.825338563933,0.0893820419946,0.0325396174908
0.090625,0.0125,0.0125,0.842889594879,0.0644027184294,0.0310749444931
0.090625,0.0125,0.013281250000000001,0.841887771326,0.0662531853983,0.030735440999
0.090625,0.0125,0.0140625,0.841184200587,0.0679422961233,0.0305234885848
0.090625,0.0125,0.01484375,0.840335327195,0.0723213309148,0.0301969357449
0.090625,0.0125,0.015625,0.838905243192,0.0746091070934,0.0298821762965
0.090625,0.01875,0.0125,0.839463511279,0.0660662098105,0.0324256641049
0.090625,0.01875,0.013281250000000001,0.839058193353,0.0700213540496,0.0321602778051
0.090625,0.01875,0.0140625,0.838018132259,0.0731010264145,0.0318403663412
0.090625,0.01875,0.01484375,0.836947481134,0.0777773435157,0.0313426521111
0.090625,0.01875,0.015625,0.835632109752,0.0813766638195,0.0308858379332
0.090625,0.025,0.0125,0.836664523337,0.069800159968,0.0336062238661
0.090625,0.025,0.013281250000000001,0.835632109752,0.0732346255801,0.0333338695796
0.090625,0.025,0.0140625,0.834706761279,0.0777777106953,0.0328723643795
0.090625,0.025,0.01484375,0.833506102517,0.0826988422408,0.0325140795483
0.090625,0.025,0.015625,0.83205307599,0.0876010485674,0.0321556146428
0.090625,0.03125,0.0125,0.833720232742,0.0757626463416,0.0349356348251
0.090625,0.03125,0.013281250000000001,0.83287135935,0.0807124975315,0.0344177726634
0.090625,0.03125,0.0140625,0.831502455412,0.0834744185231,0.0338159652728
0.090625,0.03125,0.01484375,0.829537045846,0.0865027328326,0.0335469349996
0.090625,0.03125,0.015625,0.827908126634,0.0886774936051,0.0331434462152
0.090625,0.0375,0.0125,0.830401214254,0.080232817921,0.0360578162581
0.090625,0.0375,0.013281250000000001,0.829491160798,0.0848951215203,0.0355704704427
0.090625,0.0375,0.0140625,0.827426333628,0.0882548297112,0.0351005490549
0.090625,0.0375,0.01484375,0.825805061924,0.0896496071729,0.0346329392587
0.090625,0.0375,0.015625,0.824122610155,0.0902494562865,0.0343472071712
0.09375,0.0125,0.0125,0.84058769496,0.0646821450812,0.0333220021208
0.09375,0.0125,0.013281250000000001,0.839723526552,0.0657027115666,0.0327741905869
0.09375,0.0125,0.0140625,0.83926467607,0.0701535194941,0.0323862230867
0.09375,0.0125,0.01484375,0.838224614976,0.072443689744,0.0321340824545
0.09375,0.0125,0.015625,0.837054546247,0.074878448416,0.0317140026841
0.09375,0.01875,0.0125,0.837582224301,0.0666084505322,0.0343764453046
0.09375,0.01875,0.013281250000000001,0.83696277615,0.0692855196547,0.0339744902365
0.09375,0.01875,0.0140625,0.835976247613,0.0728427576731,0.0335969296581
0.09375,0.01875,0.01484375,0.835203849302,0.0764636849497,0.0330578627234
0.09375,0.01875,0.015625,0.834186730733,0.0826542817505,0.0327376428035
0.09375,0.025,0.0125,0.834867358948,0.070426380456,0.0356303973476
0.09375,0.025,0.013281250000000001,0.83411790316,0.0746375964545,0.0351867189276
0.09375,0.025,0.0140625,0.833108432099,0.0784382305922,0.034886207566
0.09375,0.025,0.01484375,0.832030133466,0.0833927355121,0.0342677417702
0.09375,0.025,0.015625,0.830401214254,0.0866516536636,0.0339021992543
0.09375,0.03125,0.0125,0.832030133466,0.0768216565788,0.0370996715091
0.09375,0.03125,0.013281250000000001,0.831035957421,0.080719721975,0.0365175025462
0.09375,0.03125,0.0140625,0.829942363772,0.0840021559883,0.0359260079098
0.09375,0.03125,0.01484375,0.828061076795,0.086328014654,0.035697987011
0.09375,0.03125,0.015625,0.826309797454,0.0886826639531,0.0351782048215
0.09375,0.0375,0.0125,0.828519927277,0.0786137188291,0.0377020837842
0.09375,0.0375,0.013281250000000001,0.827655758869,0.0833150152161,0.0371710347385
0.09375,0.0375,0.0140625,0.825835651956,0.0865939025923,0.0366923072112
0.09375,0.0375,0.01484375,0.824512633065,0.0907194200807,0.0365650470742
0.09375,0.0375,0.015625,0.822753706217,0.0905451691044,0.0361753237133
0.096875,0.0125,0.0125,0.838645227919,0.0646627633666,0.0350802517898
0.096875,0.0125,0.013281250000000001,0.837750469478,0.0656793932673,0.0347097275765
0.096875,0.0125,0.0140625,0.837329856536,0.069597355813,0.0342915607025
0.096875,0.0125,0.01484375,0.836297442951,0.0714283682941,0.0339249484568
0.096875,0.0125,0.015625,0.835165611762,0.074837566547,0.0334738838675
0.096875,0.01875,0.0125,0.835960952597,0.0672943927249,0.0363403424019
0.096875,0.01875,0.013281250000000001,0.835295619398,0.0694401526821,0.0358691777569
0.096875,0.01875,0.0140625,0.834217320765,0.0724548717349,0.0355275728207
0.096875,0.01875,0.01484375,0.833750822775,0.0776851437321,0.0349619572196
